agent
0
6
0
240
6
240
240
115
314
314
5
314
352
171
0
240
240
240
5
240
0
0
0
240
240
240
6
314
314
36
240
0
240
240
0
0
0
0
0
0
127
0
2
240
240
0
240
0
0
0
0
0
240
0
314
240
240
171
175
6
241
240
0
314
241
240
0
240
0
314
240
240
240
240
0
241
115
250
0
0
240
240
0
0
0
0
240
0
196
240
240
115
8
240
6
240
240
241
314
314
240
314
115
250
240
240
240
104
171
240
240
115
240
6
6
6
6
0
0
240
240
314
240
314
171
240
0
0
240
0
240
240
240
240
0
314
241
171
240
240
0
156
250
240
240
0
0
0
250
0
95
0
240
240
240
6
240
156
0
240
240
6
6
240
240
240
240
240
0
115
240
240
0
250
250
250
240
240
0
171
240
250
240
240
240
240
240
241
0
250
240
250
240
36
240
171
240
15
0
5
240
240
240
240
339
240
240
240
0
0
0
0
240
8
8
0
240
240
241
0
0
240
330
171
8
240
240
240
330
330
240
171
171
240
175
6
171
314
240
314
314
250
314
250
314
314
240
240
0
240
6
6
240
240
0
0
250
0
339
0
250
250
0
240
250
240
241
339
348
96
240
240
0
0
240
5
314
241
6
240
196
240
250
250
241
6
240
314
240
240
240
36
250
0
0
0
314
171
171
241
0
0
250
240
240
240
240
0
242
241
0
0
240
0
0
0
240
250
5
0
0
171
3
0
0
0
0
5
0
0
0
0
0
147
0
0
0
0
240
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
240
181
5
6
5
5
5
240
240
250
0
250
0
6
241
6
240
0
0
240
241
240
0
241
10
9
9
9
9
9
9
0
0
9
9
9
9
9
7
9
14
1
1
1
1
9
1
1
1
1
1
1
1
1
1
9
1
1
9
1
1
1
1
1
1
1
1
1
1
1
1
1
1
14
9
7
56
56
56
56
56
56
56
56
56
56
56
56
56
56
56
56
9
9
9
14
9
9
14
9
9
9
9
9
9
7
9
7
14
9
9
8
9
7
9
14
9
9
240
241
36
250
40
241
240
240
240
250
0
110
240
240
240
175
250
240
40
6
6
240
240
240
240
240
242
0
2
0
171
241
240
156
0
241
0
0
240
240
250
240
240
147
250
240
0
0
0
250
241
36
0
6
177
314
177
171
171
126
240
240
250
0
250
0
250
240
0
250
250
281
0
250
250
281
250
281
250
240
314
241
8
314
250
314
240
0
250
250
250
0
240
250
241
240
240
250
250
240
314
241
250
240
241
314
314
196
240
0
240
240
240
175
171
281
281
240
240
250
240
240
240
240
240
240
240
0
250
240
240
240
0
250
0
240
240
240
171
240
250
240
240
314
240
240
240
240
36
241
242
0
240
0
0
0
0
96
240
0
241
273
147
240
240
0
240
0
240
240
250
250
5
240
240
5
240
240
242
0
0
250
8
240
240
240
0
0
0
0
241
240
240
240
314
0
240
240
250
243
241
241
243
243
240
147
0
240
8
8
0
127
240
240
240
241
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
240
0
0
0
0
0
40
40
147
314
171
0
0
0
250
240
314
171
115
314
40
240
240
240
208
208
241
240
241
177
240
250
240
240
0
240
240
240
241
2
240
177
243
243
243
243
240
240
240
240
240
240
240
240
240
243
243
26
240
240
240
240
240
0
240
240
0
240
0
0
253
0
0
240
0
0
241
240
241
2
2
241
250
240
2
5
240
240
250
240
0
240
0
240
240
177
314
175
240
143
175
240
250
240
8
314
243
240
242
242
240
240
185
240
0
0
240
0
240
196
240
240
196
240
240
240
240
156
0
0
240
0
0
0
0
0
0
0
0
240
240
240
240
240
0
240
0
0
0
0
240
250
0
0
0
240
0
0
240
0
240
0
0
240
177
177
0
241
96
0
0
241
241
240
240
0
0
0
0
330
0
0
240
240
250
0
0
0
330
0
330
241
0
175
0
0
0
240
0
0
0
250
240
0
0
250
0
240
240
36
156
0
0
0
0
0
0
240
0
0
0
0
0
0
0
3
0
0
240
240
0
0
0
142
0
240
0
0
0
314
0
250
0
0
314
0
0
273
0
0
281
0
185
0
240
175
175
0
0
240
0
0
240
240
250
240
250
240
241
240
240
241
149
240
242
240
241
240
240
240
240
40
240
8
240
142
177
240
240
250
240
240
240
0
240
240
240
240
240
146
240
242
240
240
240
240
240
240
240
105
105
105
240
240
250
240
240
240
240
196
250
240
240
171
240
250
250
240
240
240
240
240
240
240
240
29
29
240
240
240
240
142
250
240
0
240
240
0
0
250
240
250
240
240
240
240
240
250
240
242
242
242
240
240
240
242
240
240
241
240
0
240
240
241
240
6
240
110
240
147
0
0
0
240
240
142
240
240
134
240
0
0
240
250
240
240
6
6
6
175
196
6
196
196
240
240
0
240
0
242
240
0
110
110
110
0
240
240
240
240
240
240
242
240
240
240
134
250
240
240
240
5
242
240
240
149
134
149
149
83
13
9
14
9
9
9
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
9
9
9
66
66
9
6
6
6
6
6
9
9
9
0
0
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
9
9
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
240
147
240
240
0
240
250
240
240
181
250
240
240
240
240
240
134
242
240
156
240
240
240
240
240
240
0
240
240
240
196
250
240
240
240
240
240
240
250
240
240
240
240
240
240
0
240
0
240
0
0
240
240
240
240
240
0
0
240
241
241
196
0
240
240
240
240
240
240
240
250
156
240
240
0
240
240
240
240
240
240
240
134
0
240
15
240
240
240
240
240
240
134
134
134
240
0
240
250
240
0
240
250
0
240
240
240
240
0
240
240
15
250
0
240
240
240
240
171
240
242
240
240
240
0
0
240
240
240
240
240
240
240
240
240
171
250
240
240
240
240
240
149
6
6
240
240
240
240
240
250
240
240
240
240
240
149
6
240
40
5
250
240
15
240
240
240
6
143
250
240
240
0
240
240
175
0
17
17
9
17
17
17
9
17
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
6
6
6
6
6
6
3
7
7
7
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
6
17
17
17
17
17
17
17
17
17
17
0
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
9
9
0
0
0
1
1
0
0
1
1
1
1
14
1
1
1
1
1
0
1
1
1
1
1
0
0
15
15
1
9
9
1
1
1
1
1
1
1
1
1
9
9
9
9
17
17
1
17
0
1
1
17
